common_name,latin_name,ecoregion,ecoregion_url,plant_url
Pussy Willow,Salix discolor,5.2 - Mixed Wood Shield (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-2-mixed-wood-shield-canada,https://homegrownnationalpark.org/news/plant/pussy-willow/
American or Quaking Aspen,Populus tremuloides,5.2 - Mixed Wood Shield (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-2-mixed-wood-shield-canada,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Black Oak,Quercus velutina,5.2 - Mixed Wood Shield (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-2-mixed-wood-shield-canada,https://homegrownnationalpark.org/news/plant/black-oak/
Lowbush Blueberry,Vaccinium angustifolium,5.2 - Mixed Wood Shield (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-2-mixed-wood-shield-canada,https://homegrownnationalpark.org/news/plant/lowbush-blueberry/
Black Cherry,Prunus serotina,5.2 - Mixed Wood Shield (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-2-mixed-wood-shield-canada,https://homegrownnationalpark.org/news/plant/black-cherry/
Scarlet Strawberry,Fragaria virginiana,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Spotted Joe-Pye Weed,Eutrochium maculatum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/spotted-joe-pye-weed/
Ten-Petaled Sunflower,Helianthus decapetalus,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/ten-petaled-sunflower/
Smooth Aster,Symphyotrichum laeve,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/smooth-aster/
Crooked Aster,Symphyotrichum prenanthoides,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/crooked-aster/
Canadian Columbine,Aquilegia canadensis,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/canadian-columbine/
Fireweed,Chamaenerion angustifolium,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Calico Aster,Symphyotrichum lateriflorum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/calico-aster/
Wrinkleleaf Goldenrod,Solidago rugosa,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/wrinkleleaf-goldenrod/
Old Field Goldenrod,Solidago nemoralis,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Cutleaf Coneflower,Rudbeckia laciniata,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/cutleaf-coneflower/
Black-Eyed Susan,Rudbeckia hirta,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Common Evening Primrose,Oenothera biennis,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Woodland Sunflower,Helianthus strumosus,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/woodland-sunflower/
Grass-Leaved Goldenrod,Euthamia graminifolia,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/grass-leaved-goldenrod/
White Spruce,Picea glauca,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/white-spruce/
Black Spruce,Picea mariana,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/black-spruce/
Bear Oak,Quercus ilicifolia,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/bear-oak/
Cranberry,Vaccinium macrocarpon,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/cranberry/
Pitch Pine,Pinus rigida,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/pitch-pine/
Hillside Blueberry,Vaccinium pallidum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/hillside-blueberry/
Northern Highbush Blueberry,Vaccinium coymbosum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/northern-highbush-blueberry/
Dwarf Chinkapin Oak,Quercus prinoides,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/dwarf-chinkapin-oak/
Sugar Maple,Acer saccharum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/sugar-maple/
Red Maple,Acer rubrum,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/red-maple/
Chokecherry,Prunus virginiana,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/chokecherry/
Red Oak,Quercus rubra,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/red-oak/
Shagbark Hickory,Carya ovata,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/shagbark-hickory/
Smooth Alder,Alnus serrulata,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/smooth-alder/
Pussy Willow,Salix discolor,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/pussy-willow/
American or Quaking Aspen,Populus tremuloides,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Black Oak,Quercus velutina,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/black-oak/
White Oak,Quercus alba,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/white-oak/
Lowbush Blueberry,Vaccinium angustifolium,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/lowbush-blueberry/
Black Willow,Salix nigra,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/black-willow/
Black Cherry,Prunus serotina,5.3 - Atlantic Highlands (USA),https://homegrownnationalpark.org/keystone-plants/page/3/?_ecoregion=5-3-atlantic-highlands-usa,https://homegrownnationalpark.org/news/plant/black-cherry/
Scarlet Strawberry,Fragaria virginiana,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Spotted Joe-Pye Weed,Eutrochium maculatum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/spotted-joe-pye-weed/
Ten-Petaled Sunflower,Helianthus decapetalus,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/ten-petaled-sunflower/
Smooth Aster,Symphyotrichum laeve,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/smooth-aster/
Crooked Aster,Symphyotrichum prenanthoides,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/crooked-aster/
Canadian Columbine,Aquilegia canadensis,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/canadian-columbine/
Fireweed,Chamaenerion angustifolium,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
Calico Aster,Symphyotrichum lateriflorum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/calico-aster/
Wrinkleleaf Goldenrod,Solidago rugosa,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/wrinkleleaf-goldenrod/
Old Field Goldenrod,Solidago nemoralis,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Cutleaf Coneflower,Rudbeckia laciniata,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/cutleaf-coneflower/
Black-Eyed Susan,Rudbeckia hirta,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Common Evening Primrose,Oenothera biennis,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Woodland Sunflower,Helianthus strumosus,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/woodland-sunflower/
Grass-Leaved Goldenrod,Euthamia graminifolia,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/grass-leaved-goldenrod/
White Spruce,Picea glauca,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/white-spruce/
Black Spruce,Picea mariana,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/black-spruce/
Bear Oak,Quercus ilicifolia,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/bear-oak/
Cranberry,Vaccinium macrocarpon,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/cranberry/
Pitch Pine,Pinus rigida,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/pitch-pine/
Hillside Blueberry,Vaccinium pallidum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/hillside-blueberry/
Northern Highbush Blueberry,Vaccinium coymbosum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/northern-highbush-blueberry/
Dwarf Chinkapin Oak,Quercus prinoides,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/dwarf-chinkapin-oak/
Sugar Maple,Acer saccharum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/sugar-maple/
Red Maple,Acer rubrum,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/red-maple/
Chokecherry,Prunus virginiana,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/chokecherry/
Red Oak,Quercus rubra,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/red-oak/
Shagbark Hickory,Carya ovata,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/shagbark-hickory/
Smooth Alder,Alnus serrulata,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/smooth-alder/
Pussy Willow,Salix discolor,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/pussy-willow/
American or Quaking Aspen,Populus tremuloides,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Black Oak,Quercus velutina,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/black-oak/
White Oak,Quercus alba,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/white-oak/
Lowbush Blueberry,Vaccinium angustifolium,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/lowbush-blueberry/
Black Willow,Salix nigra,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/black-willow/
Black Cherry,Prunus serotina,5.3 - Atlantic Highlands (Canada),https://homegrownnationalpark.org/keystone-plants/page/3/?_ecoregion=5-3-atlantic-highlands-canada,https://homegrownnationalpark.org/news/plant/black-cherry/
Scarlet Strawberry,Fragaria virginiana,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Purple Mountain Saxifrage,Saxifraga oppositifolia,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/purple-mountain-saxifrage/
White Yarrow,Achillea millefolium,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Fireweed,Chamaenerion angustifolium,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/fireweed/
Shrubby Cinquefoil,Dasiphora fruticosa,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Coastal Wallflower,Erysimum capitatum,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Alpine Forget-Me-Not,Myosotis asiatica,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/alpine-forget-me-not/
Black Spruce,Picea mariana,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/black-spruce/
White Spruce,Picea glauca,6.1 - Boreal Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-usa,https://homegrownnationalpark.org/news/plant/white-spruce/
Scarlet Strawberry,Fragaria virginiana,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Purple Mountain Saxifrage,Saxifraga oppositifolia,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/purple-mountain-saxifrage/
White Yarrow,Achillea millefolium,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
Fireweed,Chamaenerion angustifolium,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/fireweed/
Shrubby Cinquefoil,Dasiphora fruticosa,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Coastal Wallflower,Erysimum capitatum,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Alpine Forget-Me-Not,Myosotis asiatica,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/alpine-forget-me-not/
Black Spruce,Picea mariana,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/black-spruce/
White Spruce,Picea glauca,6.1 - Boreal Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-1-boreal-cordillera-canada,https://homegrownnationalpark.org/news/plant/white-spruce/
Scarlet Strawberry,Fragaria virginiana,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Purple Mountain Saxifrage,Saxifraga oppositifolia,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/purple-mountain-saxifrage/
Western Coneflower,Rudbeckia occidentalis,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/western-coneflower/
Fleabane Daisy,Erigeron speciosus,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Silvery Lupine,Lupinus argenteus,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Hairy False Goldenaster,Heterotheca villosa,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Cutleaf Daisy,Erigeron compositus,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/cutleaf-daisy/
Saskatoon Serviceberry,Amelanchier alnifolia,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Yellow Rabbitbrush,Chrysothamnus viscidiflorus,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/yellow-rabbitbrush/
Coyote Willow,Salix exigua,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/coyote-willow/
Chokecherry,Prunus virginiana,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/chokecherry/
Shore Pine,Pinus contorta,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/shore-pine/
Ponderosa Pine,Pinus ponderosa,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Douglas Fir,Pseudotsuga menziesii,6.2 - Western Cordillera (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=6-2-western-cordillera-usa,https://homegrownnationalpark.org/news/plant/douglas-fir/
Scarlet Strawberry,Fragaria virginiana,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
