common_name,latin_name,ecoregion,ecoregion_url,plant_url
Aromatic Aster,Symphyotrichum oblongifolium,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/aromatic-aster/
First Snow Heath Aster,Symphyotrichum ericoides,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Prairie Ironweed,Vernonia fasciculata,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/prairie-ironweed/
New England Aster,Symphyotrichum novae-angliae,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/new-england-aster/
Stiff Goldenrod,Solidago rigida,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/stiff-goldenrod/
Old Field Goldenrod,Solidago nemoralis,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Cutleaf Coneflower,Rudbeckia laciniata,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/cutleaf-coneflower/
Black-Eyed Susan,Rudbeckia hirta,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Common Evening Primrose,Oenothera biennis,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Nuttall’s Sunflower,Helianthus nuttallii,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Ashy Sunflower,Helianthus mollis,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/ashy-sunflower/
Common Sunflower,Helianthus annuus,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/common-sunflower/
Autumnale Sneezeweed,Helenium autumnale,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/autumnale-sneezeweed/
Blanketflower or Firewheel,Gaillardia pulchella,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Grass-Leaved Goldenrod,Euthamia graminifolia,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/grass-leaved-goldenrod/
Purple Prairie Clover,Dalea purpurea,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/purple-prairie-clover/
Prairie Coreopsis,Coreopsis palmata,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/prairie-coreopsis/
Chokecherry,Prunus virginiana,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/chokecherry/
American Plum,Prunus americana,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/american-plum/
Red Oak,Quercus rubra,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/red-oak/
Bur Oak,Quercus macrocarpa,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/bur-oak/
Black Oak,Quercus velutina,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/black-oak/
Eastern Cottonwood,Populus deltoides,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Smooth Aster,Symphyotrichum laeve,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/smooth-aster/
White Yarrow,Achillea millefolium,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Aromatic Aster,Symphyotrichum oblongifolium,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/aromatic-aster/
First Snow Heath Aster,Symphyotrichum ericoides,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Desert or Globe Mallow,Sphaeralcea ambigua,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/desert-or-globe-mallow/
Stiff Goldenrod,Solidago rigida,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/stiff-goldenrod/
Mexican Hat Plant,Ratibida columnifera,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Hairy False Goldenaster,Heterotheca villosa,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Ashy Sunflower,Helianthus mollis,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/ashy-sunflower/
Common Sunflower,Helianthus annuus,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/common-sunflower/
Blanketflower or Firewheel,Gaillardia pulchella,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Purple Prairie Clover,Dalea purpurea,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/purple-prairie-clover/
Saskatoon Serviceberry,Amelanchier alnifolia,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Chokecherry,Prunus virginiana,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/chokecherry/
Shore Pine,Pinus contorta,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/shore-pine/
American Plum,Prunus americana,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/american-plum/
American or Quaking Aspen,Populus tremuloides,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,9.3 - West-Central Semi-Arid Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-3-west-central-semi-arid-prairies-usa,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Smooth Aster,Symphyotrichum laeve,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/smooth-aster/
White Yarrow,Achillea millefolium,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
Aromatic Aster,Symphyotrichum oblongifolium,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/aromatic-aster/
First Snow Heath Aster,Symphyotrichum ericoides,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Desert or Globe Mallow,Sphaeralcea ambigua,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/desert-or-globe-mallow/
Stiff Goldenrod,Solidago rigida,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/stiff-goldenrod/
Mexican Hat Plant,Ratibida columnifera,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Hairy False Goldenaster,Heterotheca villosa,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Ashy Sunflower,Helianthus mollis,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/ashy-sunflower/
Common Sunflower,Helianthus annuus,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/common-sunflower/
Blanketflower or Firewheel,Gaillardia pulchella,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Purple Prairie Clover,Dalea purpurea,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/purple-prairie-clover/
Saskatoon Serviceberry,Amelanchier alnifolia,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Chokecherry,Prunus virginiana,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/chokecherry/
Shore Pine,Pinus contorta,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/shore-pine/
American Plum,Prunus americana,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/american-plum/
American or Quaking Aspen,Populus tremuloides,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Eastern Cottonwood,Populus deltoides,9.3 - West-Central Semi-Arid Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-3-west-central-semi-arid-prairies-canada,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Tickseed,Coreopsis tinctoria,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/tickseed/
First Snow Heath Aster,Symphyotrichum ericoides,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Aromatic Aster,Symphyotrichum oblongifolium,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/aromatic-aster/
Mexican Hat Plant,Ratibida columnifera,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Purple Prairie Clover,Dalea purpurea,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/purple-prairie-clover/
Eastern Cottonwood,Populus deltoides,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Black Oak,Quercus velutina,9.4 - South Central Semi-Arid Prairies,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-4-south-central-semi-arid-prairies,https://homegrownnationalpark.org/news/plant/black-oak/
Late Boneset,Eupatorium serotinum,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/late-boneset/
Tickseed,Coreopsis tinctoria,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/tickseed/
Mexican Hat Plant,Ratibida columnifera,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Carolina Cherry Laurel,Prunus caroliniana,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/carolina-cherry-laurel/
Southern Live Oak,Quercus virginiana,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/southern-live-oak/
Hardy Pecan,Carya illinoinensis,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/hardy-pecan/
Black Willow,Salix nigra,9.5 - Texas-Lousiana Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-5-texas-lousiana-coastal-plains,https://homegrownnationalpark.org/news/plant/black-willow/
Late Boneset,Eupatorium serotinum,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/late-boneset/
Tickseed,Coreopsis tinctoria,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/tickseed/
Mexican Hat Plant,Ratibida columnifera,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/mexican-hat-plant/
Large Flower Tickseed,Coreopsis grandiflora,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/large-flower-tickseed/
Blanketflower or Firewheel,Gaillardia pulchella,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Texas Live Oak,Quercus fusiformis,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/texas-live-oak/
Hardy Pecan,Carya illinoinensis,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/hardy-pecan/
Black Willow,Salix nigra,9.6 - Tamaulipas-Texas Semi-Arid Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-6-tamaulipas-texas-semi-arid-plains,https://homegrownnationalpark.org/news/plant/black-willow/
Scarlet Strawberry,Fragaria virginiana,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Western Coneflower,Rudbeckia occidentalis,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/western-coneflower/
Fleabane Daisy,Erigeron speciosus,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Silvery Lupine,Lupinus argenteus,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Hairy False Goldenaster,Heterotheca villosa,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Nuttall’s Sunflower,Helianthus nuttallii,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Cutleaf Daisy,Erigeron compositus,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/cutleaf-daisy/
Saskatoon Serviceberry,Amelanchier alnifolia,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Yellow Rabbitbrush,Chrysothamnus viscidiflorus,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/yellow-rabbitbrush/
Coyote Willow,Salix exigua,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/coyote-willow/
Chokecherry,Prunus virginiana,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/chokecherry/
Ponderosa Pine,Pinus ponderosa,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Douglas Fir,Pseudotsuga menziesii,10.1 - Cold Deserts (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-usa,https://homegrownnationalpark.org/news/plant/douglas-fir/
Scarlet Strawberry,Fragaria virginiana,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/fireweed/
White Yarrow,Achillea millefolium,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
Western Coneflower,Rudbeckia occidentalis,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/western-coneflower/
Fleabane Daisy,Erigeron speciosus,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Silvery Lupine,Lupinus argenteus,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Hairy False Goldenaster,Heterotheca villosa,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Nuttall’s Sunflower,Helianthus nuttallii,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Cutleaf Daisy,Erigeron compositus,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/cutleaf-daisy/
Saskatoon Serviceberry,Amelanchier alnifolia,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Yellow Rabbitbrush,Chrysothamnus viscidiflorus,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/yellow-rabbitbrush/
Coyote Willow,Salix exigua,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/coyote-willow/
Chokecherry,Prunus virginiana,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/chokecherry/
Ponderosa Pine,Pinus ponderosa,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,10.1 - Cold Deserts (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=10-1-cold-deserts-canada,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
